Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ForLogin,Chrome 127.0.0.0,,,21-08-2024 22:54:10,21-08-2024 22:56:44,2m - 33.778s,PASSED
,,,,,,,
Test Cases/LoginCaseCheckOneColumn,Chrome 127.0.0.0,,,21-08-2024 22:54:11,21-08-2024 22:55:53,1m - 42.031s,PASSED
"data = findTestData(""Data Files/LoginData/LoginData"")",Chrome 127.0.0.0,,,21-08-2024 22:54:13,21-08-2024 22:54:17,3.766s,PASSED
index = 2,Chrome 127.0.0.0,,,21-08-2024 22:54:17,21-08-2024 22:54:17,0.004s,PASSED
"userName = data.getValue(""userName"", index)",Chrome 127.0.0.0,,,21-08-2024 22:54:17,21-08-2024 22:54:17,0.142s,PASSED
"Password = data.getValue(""Password"", index)",Chrome 127.0.0.0,,,21-08-2024 22:54:17,21-08-2024 22:54:17,0.071s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,21-08-2024 22:54:17,21-08-2024 22:54:31,14.594s,PASSED
"navigateToUrl(""https://www.demoblaze.com/"")",Chrome 127.0.0.0,,,21-08-2024 22:54:31,21-08-2024 22:54:35,3.851s,PASSED
"click(findTestObject(""Object Repository/CheckOneColumn/Page_STORE/a_Log in""))",Chrome 127.0.0.0,,,21-08-2024 22:54:35,21-08-2024 22:54:42,6.559s,PASSED
"setText(findTestObject(""Object Repository/CheckOneColumn/Page_STORE/input_Username_loginusername""), userName)",Chrome 127.0.0.0,,,21-08-2024 22:54:42,21-08-2024 22:54:52,10.201s,PASSED
"setText(findTestObject(""Object Repository/CheckOneColumn/Page_STORE/input_Password_loginpassword""), Password)",Chrome 127.0.0.0,,,21-08-2024 22:54:52,21-08-2024 22:55:02,9.999s,PASSED
"click(findTestObject(""Object Repository/CheckOneColumn/Page_STORE/button_Log in""))",Chrome 127.0.0.0,,,21-08-2024 22:55:02,21-08-2024 22:55:04,1.678s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/CheckOneColumn/Page_STORE/button_Log in""), 5, OPTIONAL)",Chrome 127.0.0.0,,,21-08-2024 22:55:04,21-08-2024 22:55:08,4.501s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,21-08-2024 22:55:08,21-08-2024 22:55:53,44.534s,PASSED
,,,,,,,
Test Cases/LoginWithoutIfCondition,Chrome 127.0.0.0,,,21-08-2024 22:55:53,21-08-2024 22:56:44,50.790s,PASSED
"data = findTestData(""Data Files/LoginData/LoginData"")",Chrome 127.0.0.0,,,21-08-2024 22:55:54,21-08-2024 22:55:54,0.166s,PASSED
index = 2,Chrome 127.0.0.0,,,21-08-2024 22:55:54,21-08-2024 22:55:54,0.006s,PASSED
"userName = data.getValue(""userName"", index)",Chrome 127.0.0.0,,,21-08-2024 22:55:54,21-08-2024 22:55:54,0.005s,PASSED
"Password = data.getValue(""Password"", index)",Chrome 127.0.0.0,,,21-08-2024 22:55:54,21-08-2024 22:55:54,0.010s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,21-08-2024 22:55:54,21-08-2024 22:55:58,3.530s,PASSED
"navigateToUrl(""https://www.demoblaze.com/"")",Chrome 127.0.0.0,,,21-08-2024 22:55:58,21-08-2024 22:56:02,4.747s,PASSED
"click(findTestObject(""Object Repository/CheckOneColumn/Page_STORE/a_Log in""))",Chrome 127.0.0.0,,,21-08-2024 22:56:02,21-08-2024 22:56:09,6.190s,PASSED
"setText(findTestObject(""Object Repository/CheckOneColumn/Page_STORE/input_Username_loginusername""), userName)",Chrome 127.0.0.0,,,21-08-2024 22:56:09,21-08-2024 22:56:11,2.032s,PASSED
"setText(findTestObject(""Object Repository/CheckOneColumn/Page_STORE/input_Password_loginpassword""), Password)",Chrome 127.0.0.0,,,21-08-2024 22:56:11,21-08-2024 22:56:12,1.414s,PASSED
"click(findTestObject(""Object Repository/CheckOneColumn/Page_STORE/button_Log in""))",Chrome 127.0.0.0,,,21-08-2024 22:56:12,21-08-2024 22:56:13,1.024s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/CheckOneColumn/Page_STORE/a_Log out""), 5, STOP_ON_FAILURE)",Chrome 127.0.0.0,,,21-08-2024 22:56:13,21-08-2024 22:56:43,30.130s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,21-08-2024 22:56:43,21-08-2024 22:56:44,0.425s,PASSED
