Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
PurchasedItems,Chrome 127.0.0.0,,,21-08-2024 05:26:24,21-08-2024 05:27:28,1m - 3.935s,PASSED
,,,,,,,
Test Cases/PurchaseItems,Chrome 127.0.0.0,,,21-08-2024 05:26:25,21-08-2024 05:27:04,39.772s,PASSED
"data = findTestData(""LoginData/loginData"")",Chrome 127.0.0.0,,,21-08-2024 05:26:25,21-08-2024 05:26:26,0.671s,PASSED
index = 2,Chrome 127.0.0.0,,,21-08-2024 05:26:26,21-08-2024 05:26:26,0.002s,PASSED
"userName = data.getValue(""userName"", index)",Chrome 127.0.0.0,,,21-08-2024 05:26:26,21-08-2024 05:26:26,0.073s,PASSED
"Password = data.getValue(""Password"", index)",Chrome 127.0.0.0,,,21-08-2024 05:26:26,21-08-2024 05:26:26,0.038s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,21-08-2024 05:26:26,21-08-2024 05:26:28,2.040s,PASSED
"navigateToUrl(""https://www.demoblaze.com/"")",Chrome 127.0.0.0,,,21-08-2024 05:26:28,21-08-2024 05:26:29,1.249s,PASSED
"click(findTestObject(""Object Repository/PurchaseItems/Page_STORE/a_Log in""))",Chrome 127.0.0.0,,,21-08-2024 05:26:29,21-08-2024 05:26:30,1.445s,PASSED
"setText(findTestObject(""Object Repository/PurchaseItems/Page_STORE/input_Username_loginusername""), userName)",Chrome 127.0.0.0,,,21-08-2024 05:26:30,21-08-2024 05:26:31,0.952s,PASSED
"setText(findTestObject(""Object Repository/PurchaseItems/Page_STORE/input_Password_loginpassword""), Password)",Chrome 127.0.0.0,,,21-08-2024 05:26:31,21-08-2024 05:26:32,0.711s,PASSED
"click(findTestObject(""Object Repository/PurchaseItems/Page_STORE/button_Log in""))",Chrome 127.0.0.0,,,21-08-2024 05:26:32,21-08-2024 05:26:32,0.301s,PASSED
"click(findTestObject(""Object Repository/PurchaseItems/Page_STORE/a_Samsung galaxy s6""))",Chrome 127.0.0.0,,,21-08-2024 05:26:32,21-08-2024 05:26:36,3.176s,PASSED
"click(findTestObject(""Object Repository/PurchaseItems/Page_STORE/a_Add to cart""))",Chrome 127.0.0.0,,,21-08-2024 05:26:36,21-08-2024 05:26:37,1.271s,PASSED
"click(findTestObject(""Object Repository/PurchaseItems/Page_STORE/a_Home (current)""))",Chrome 127.0.0.0,,,21-08-2024 05:26:37,21-08-2024 05:26:38,1.241s,PASSED
"click(findTestObject(""Object Repository/PurchaseItems/Page_STORE/a_Sony vaio i5""))",Chrome 127.0.0.0,,,21-08-2024 05:26:38,21-08-2024 05:26:40,1.644s,PASSED
"click(findTestObject(""Object Repository/PurchaseItems/Page_STORE/a_Add to cart""))",Chrome 127.0.0.0,,,21-08-2024 05:26:40,21-08-2024 05:26:41,1.580s,PASSED
"click(findTestObject(""Object Repository/PurchaseItems/Page_STORE/a_Home (current)""))",Chrome 127.0.0.0,,,21-08-2024 05:26:41,21-08-2024 05:26:42,0.939s,PASSED
"click(findTestObject(""Object Repository/PurchaseItems/Page_STORE/button_Next""))",Chrome 127.0.0.0,,,21-08-2024 05:26:42,21-08-2024 05:26:43,0.656s,PASSED
"click(findTestObject(""Object Repository/PurchaseItems/Page_STORE/a_Dell i7 8gb""))",Chrome 127.0.0.0,,,21-08-2024 05:26:43,21-08-2024 05:26:46,3.097s,PASSED
"click(findTestObject(""Object Repository/PurchaseItems/Page_STORE/a_Add to cart""))",Chrome 127.0.0.0,,,21-08-2024 05:26:46,21-08-2024 05:26:48,1.845s,PASSED
"click(findTestObject(""Object Repository/PurchaseItems/Page_STORE/a_Cart""))",Chrome 127.0.0.0,,,21-08-2024 05:26:48,21-08-2024 05:26:55,7.446s,PASSED
"click(findTestObject(""Object Repository/PurchaseItems/Page_STORE/button_Place Order""))",Chrome 127.0.0.0,,,21-08-2024 05:26:55,21-08-2024 05:26:58,2.355s,PASSED
